PB2	1	138753
PB2	2	139621
PB2	3	140064
PB2	4	141436
PB2	5	141861
PB2	6	142446
PB2	7	142801
PB2	8	143275
PB2	9	143583
PB2	10	144179
PB2	11	144658
PB2	12	145294
PB2	13	145404
PB2	14	145974
PB2	15	146227
PB2	16	146454
PB2	17	146464
PB2	18	146432
PB2	19	147009
PB2	20	147085
PB2	21	147480
PB2	22	147515
PB2	23	147541
PB2	24	148049
PB2	25	148256
PB2	26	148457
PB2	27	148486
PB2	28	148780
PB2	29	148825
PB2	30	149154
PB2	31	149445
PB2	32	149631
PB2	33	149910
PB2	34	150117
PB2	35	150453
PB2	36	150576
PB2	37	150863
PB2	38	150889
PB2	39	151135
PB2	40	151419
PB2	41	151583
PB2	42	151784
PB2	43	152091
PB2	44	152260
PB2	45	152542
PB2	46	152620
PB2	47	152638
PB2	48	153157
PB2	49	153403
PB2	50	153735
PB2	51	153901
PB2	52	154387
PB2	53	154461
PB2	54	154499
PB2	55	154534
PB2	56	154565
PB2	57	155272
PB2	58	155497
PB2	59	155552
PB2	60	155925
PB2	61	155935
PB2	62	156258
PB2	63	156509
PB2	64	156771
PB2	65	157035
PB2	66	157478
PB2	67	157512
PB2	68	157724
PB2	69	157810
PB2	70	158502
PB2	71	158774
PB2	72	158999
PB2	73	159336
PB2	74	159579
PB2	75	159766
PB2	76	160056
PB2	77	160306
PB2	78	160569
PB2	79	160900
PB2	80	161081
PB2	81	161718
PB2	82	161528
PB2	83	161700
PB2	84	162141
PB2	85	162210
PB2	86	162204
PB2	87	162594
PB2	88	162535
PB2	89	161885
PB2	90	161414
PB2	91	161743
PB2	92	161989
PB2	93	162208
PB2	94	162375
PB2	95	162621
PB2	96	163264
PB2	97	162967
PB2	98	163291
PB2	99	163712
PB2	100	163980
PB2	101	163937
PB2	102	164385
PB2	103	164729
PB2	104	164787
PB2	105	164848
PB2	106	164667
PB2	107	164123
PB2	108	163678
PB2	109	163132
PB2	110	163078
PB2	111	163073
PB2	112	163166
PB2	113	163510
PB2	114	163895
PB2	115	161404
PB2	116	160739
PB2	117	158764
PB2	118	158353
PB2	119	158118
PB2	120	157321
PB2	121	155721
PB2	122	155062
PB2	123	155468
PB2	124	155500
PB2	125	154995
PB2	126	155047
PB2	127	153596
PB2	128	151849
PB2	129	150602
PB2	130	114800
PB2	131	114264
PB2	132	113467
PB2	133	112565
PB2	134	111686
PB2	135	104548
PB2	136	104020
PB2	137	103298
PB2	138	102506
PB2	139	101612
PB2	140	101192
PB2	141	100714
PB2	142	100714
PB2	143	99125
PB2	144	99192
PB2	145	97550
PB2	146	96578
PB2	147	96704
PB2	148	96938
PB2	149	96223
PB2	150	96356
PB2	151	95185
PB2	152	92626
PB2	153	91750
PB2	154	91304
PB2	155	90776
PB2	156	89442
PB2	157	89182
PB2	158	88824
PB2	159	83866
PB2	160	82509
PB2	161	81310
PB2	162	79200
PB2	163	84270
PB2	164	84048
PB2	165	83870
PB2	166	83906
PB2	167	83601
PB2	168	83399
PB2	169	82915
PB2	170	82546
PB2	171	82153
PB2	172	81838
PB2	173	81427
PB2	174	81105
PB2	175	80577
PB2	176	80231
PB2	177	79784
PB2	178	79194
PB2	179	78543
PB2	180	78083
PB2	181	77611
PB2	182	76132
PB2	183	74767
PB2	184	74276
PB2	185	73978
PB2	186	73461
PB2	187	72978
PB2	188	72743
PB2	189	71773
PB2	190	68304
PB2	191	65157
PB2	192	64472
PB2	193	64117
PB2	194	63377
PB2	195	62297
PB2	196	61657
PB2	197	61061
PB2	198	58673
PB2	199	56791
PB2	200	48303
PB2	201	46056
PB2	202	45524
PB2	203	44750
PB2	204	42730
PB2	205	42323
PB2	206	41802
PB2	207	42496
PB2	208	40066
PB2	209	39096
PB2	210	38911
PB2	211	38357
PB2	212	38172
PB2	213	37361
PB2	214	36628
PB2	215	33940
PB2	216	31616
PB2	217	29655
PB2	218	29311
PB2	219	28560
PB2	220	28269
PB2	221	27907
PB2	222	27565
PB2	223	27220
PB2	224	26710
PB2	225	26320
PB2	226	25837
PB2	227	25660
PB2	228	25214
PB2	229	25091
PB2	230	24678
PB2	231	24202
PB2	232	23970
PB2	233	23506
